Outlet_ID,latitude,longitude,poi_score,poi_multiplier
OUT_00001,7.089846,79.979055,31.236203565420873,1.0780974173603217
OUT_00002,7.000558,80.012422,48.52142919229749,1.121314304365243
OUT_00003,6.80617,79.854547,41.95981825434215,1.104908825802386
OUT_00004,6.703533,79.806919,37.959754525911094,1.094907781795457
OUT_00005,7.186878,79.869831,24.680559213273096,1.061706856581601
OUT_00006,6.957117,79.977724,83.11989040672405,1.207818109471674
OUT_00007,6.92525,79.803979,21.742508365045985,1.054361079658382
OUT_00008,6.852307,79.829302,45.98528437324806,1.1149733814036964
OUT_00009,7.116597,79.852009,38.03345035229626,1.095092037660574
OUT_00010,6.912578,79.862382,94.1614515559209,1.2354244543839905
OUT_00011,7.169749,80.068448,20.617534828874074,1.0515483970098738
OUT_00012,6.797991,79.813568,49.097295564859834,1.1227540976598276
OUT_00013,6.993376,80.089577,44.97327922401266,1.1124431447075145
OUT_00014,6.707818,79.92702,26.370173320348286,1.065931265537759
OUT_00015,6.799421,80.013403,25.454749016213018,1.063642502314914
OUT_00016,6.879233,79.834761,25.502135295603015,1.0637609784937148
OUT_00017,6.747705,79.911245,29.127267288786133,1.0728246102396448
OUT_00018,7.143606,79.941664,35.74269294896713,1.089364637510157
OUT_00019,7.060865,79.870795,32.95835055926347,1.0824031657286297
OUT_00020,6.755445,79.931801,28.736874205941255,1.0718485411900989
OUT_00021,6.981638,80.008655,92.23705789444759,1.230613044616127
OUT_00022,6.801531,80.082856,24.184815819561255,1.0604673884547768
OUT_00023,7.012177,79.88869,28.764339456056547,1.07191721038982
OUT_00024,6.793285,80.067768,30.99085529881075,1.0774839924306259
OUT_00025,6.859002,79.833016,33.68209952651108,1.0842126982168163
OUT_00026,6.876284,79.891434,95.70351922786027,1.2392799646197679
OUT_00027,6.811054,79.83596,25.99021346475079,1.0649812818638271
OUT_00028,6.901918,79.819468,35.42703315240835,1.0885754182049334
OUT_00029,6.948624,79.890263,91.84829137724086,1.2296410423404207
OUT_00030,79.923311,7.188307,21.393512381599933,1.0534885125130444
OUT_00031,7.040353,79.95928,38.226345557043146,1.095574318334676
OUT_00032,7.036068,80.028486,25.115723710618745,1.0627948640694003
OUT_00033,7.016153,79.990059,21.951547789558386,1.0548837244524818
OUT_00034,6.775359,79.95246,48.466566117599996,1.121177134544546
OUT_00035,6.810121,80.013345,48.96896099223678,1.122433232844777
OUT_00036,7.170262,79.919272,44.25192044349383,1.1106395882147826
OUT_00037,6.870533,79.834042,29.13841307520112,1.0728524771707728
OUT_00038,6.814275,79.852486,22.930163420191516,1.0573304799674668
OUT_00039,7.198127,80.089626,40.52699079536471,1.101326440259446
OUT_00040,6.869515,79.904763,88.80304987479202,1.2220272650745114
OUT_00041,7.021016,79.825242,23.661147045343366,1.0591581007004884
OUT_00042,6.886141,80.08204,34.85530730333811,1.0871459771348302
OUT_00043,6.942807,79.934527,80.68777042230437,1.20173727160366
OUT_00044,6.946947,79.853647,98.18640804157565,1.2454877357894585
OUT_00045,6.97127,79.952644,85.17559963200034,1.2129578371918375
OUT_00046,7.189446,79.946023,39.875668530619464,1.0996979905459798
OUT_00047,6.988452,79.947755,86.23422152178821,1.215604626049529
OUT_00048,6.712158,79.993642,35.602040635334326,1.0890129756182927
OUT_00049,6.83978,80.065048,36.40130838029839,1.091011321753103
OUT_00050,6.976382,79.971688,83.69708911051055,1.209261233888988
OUT_00051,6.834237,79.945584,49.08753883293676,1.1227297036721438
OUT_00052,7.048015,79.971018,43.253984700833435,1.10814452814674
OUT_00053,6.770042,79.955499,48.18496824692568,1.1204730775874394
OUT_00054,7.051242,79.907847,46.844820512829465,1.1171224118544865
OUT_00055,7.133536,80.073972,37.93699936433255,1.0948508888587984
OUT_00056,7.024982,80.01059,47.6562270506935,1.1191511076562584
OUT_00057,6.887791,79.828195,22.654775061557586,1.0566419481638063
OUT_00058,6.777521,80.094552,25.879485872574357,1.0647044383939928
OUT_00059,6.718674,80.04678,21.35681866731614,1.0533967701118618
OUT_00060,7.113935,79.881463,29.759909922897933,1.0744063567451918
OUT_00061,6.905677,80.009854,87.77354579378964,1.2194532771787094
OUT_00062,6.720534,79.919646,28.140470953216877,1.0703574011530097
OUT_00063,6.792167,79.824262,44.86212527455788,1.1121652352501876
OUT_00064,6.786647,79.846931,30.70259980080768,1.0767632899327437
OUT_00065,7.030099,79.88398,28.428035290621423,1.071076375596533
OUT_00066,7.00586,79.92588,36.28088249474746,1.0907102304048806
OUT_00067,6.87094,79.82754,24.22772674924288,1.0605746752695027
OUT_00068,6.787665,79.805148,44.06590942262119,1.110174519522927
OUT_00069,6.932337,79.994932,81.49101287359542,1.2037455553833654
OUT_00070,6.722652,79.912384,49.60660809801552,1.1240274916363202
OUT_00071,6.969689,80.005189,95.44489538593315,1.238633347815648
OUT_00072,7.100475,80.003151,25.961470446025174,1.064909417959979
OUT_00073,6.972808,80.082439,20.165663513708072,1.050418618782511
OUT_00074,6.803342,79.882188,44.463842853645026,1.1111694411106032
OUT_00075,7.041503,79.821357,41.205720315428515,1.1030234141728148
OUT_00076,7.107234,79.884556,41.87021504122962,1.1046847979522467
OUT_00077,7.138736,80.020521,43.13811040057837,1.1078548167684221
OUT_00078,6.911735,79.970556,81.48089303468181,1.2037202535478975
OUT_00079,6.886009,80.032924,87.16931457088545,1.2179425654848746
OUT_00080,6.914497,80.025261,82.3173811905026,1.2058116589418109
OUT_00081,6.952626,80.047937,97.26206851751186,1.2431766825450314
OUT_00082,6.705419,80.071615,38.69894380482674,1.0967559184777156
OUT_00083,6.986719,79.989551,86.61796049705299,1.2165640583584492
OUT_00084,7.036259,80.025712,21.90675050858071,1.0547717213423153
OUT_00085,7.165465,80.092274,29.329469651469864,1.0733301608670338
OUT_00086,7.143852,79.905275,29.75549966080241,1.0743953301145446
OUT_00087,7.118482,80.060061,41.888185350141924,1.1047297276989836
OUT_00088,6.898326,80.067569,39.12672414065639,1.097825463928585
OUT_00089,6.990653,80.058942,46.616382277289794,1.1165512657424235
OUT_00090,0.0,0.0,34.16644775485848,1.0854236759099842
OUT_00091,6.888994,80.011525,82.39188491876604,1.2059979347403056
OUT_00092,6.946313,79.803406,41.39734361668985,1.1035025148068986
OUT_00093,7.111395,80.023263,42.82355145850693,1.1070683498428906
OUT_00094,6.887435,79.885714,91.22554395138992,1.2280840360440286
OUT_00095,7.18895,79.966802,43.12901539863683,1.1078320772520456
OUT_00096,7.196482,79.822139,34.81386789093172,1.0870423694387448
OUT_00097,6.783108,79.865043,35.681984881459826,1.0892128539147108
OUT_00098,6.892101,80.02113,88.55082036717099,1.2213966355203785
OUT_00099,6.927828,79.98604,80.5083825348819,1.2012887622102546
OUT_00100,6.814697,79.879781,23.236742809799132,1.0580969962470177
OUT_00101,7.049081,79.960829,20.942875570602027,1.052361820819135
OUT_00102,6.766593,79.82286,39.09231233791341,1.09773942681094
OUT_00103,7.006708,79.925473,29.4306794322898,1.0735832077034424
OUT_00104,6.713183,79.912939,35.25712073494108,1.0881505995820862
OUT_00105,6.997065,79.914267,98.15132947852186,1.2454000316235705
OUT_00106,6.731756,79.811047,27.47876687446625,1.0687029946084057
OUT_00107,7.045857,79.960304,32.31148769106889,1.0807858654928157
OUT_00108,7.084494,80.08343,42.66653415629146,1.1066757718601588
OUT_00109,6.76458,80.086215,26.863944964748676,1.067165803855217
OUT_00110,6.879081,79.834067,22.30939729486379,1.055778427360583
OUT_00111,6.960082,80.055654,28.69254358741304,1.071737704839267
OUT_00112,7.095909,79.976987,24.83663861762013,1.0620970896122288
OUT_00113,7.019681,80.041513,47.890929570277194,1.1197379158638903
OUT_00114,7.004044,79.990993,44.24361138693251,1.1106188137356825
OUT_00115,6.973723,79.935273,92.66807513020846,1.231690683032723
OUT_00116,7.048821,80.038942,46.143817705631534,1.1153697497971455
OUT_00117,6.829122,79.937741,44.110162306973436,1.1102851615211267
OUT_00118,6.804565,79.973895,25.597101766581076,1.0639984156746987
OUT_00119,6.992383,79.92009,97.85117996979956,1.2446495914683164
OUT_00120,7.033779,79.851696,36.180267257469524,1.0904586700588212
OUT_00121,6.839295,79.853103,44.22320465492187,1.110567792392341
OUT_00122,6.877996,80.068265,46.8827389977048,1.117217216453028
OUT_00123,6.719656,80.039823,29.540104249155917,1.0738567939468688
OUT_00124,6.778489,79.913186,23.301557735830304,1.0582590478970793
OUT_00125,6.998639,80.095877,26.83805487625825,1.0671010729079335
OUT_00126,7.079978,79.95938,32.81323365878769,1.0820403413822344
OUT_00127,6.826218,80.014005,44.54044297767479,1.1113609583621693
OUT_00128,6.715236,80.060164,45.82191749769031,1.1145649280832868
OUT_00129,7.068703,79.854685,20.20856391593572,1.0505258792762737
OUT_00130,6.967668,79.869965,90.21494605155132,1.2255573177825774
OUT_00131,7.094586,79.949533,32.52233009446337,1.0813130181328818
OUT_00132,6.978871,79.975961,84.4421562094146,1.211124066421203
OUT_00133,7.022959,79.971233,23.595961020010485,1.0589951212200974
OUT_00134,6.818613,79.830535,30.12845514210884,1.0753278013036058
OUT_00135,6.793284,79.885529,48.287291117375574,1.1207289073941027
OUT_00136,6.962256,79.923119,86.4640586404151,1.216179269678698
OUT_00137,7.158698,79.80159,35.563718652300985,1.0889171621851155
OUT_00138,7.110431,80.015537,41.090568766855334,1.1027355098335512
OUT_00139,7.084746,79.856113,30.90888807137882,1.0772790562335233
OUT_00140,7.068124,79.958952,49.15346248162882,1.1228945273740714
OUT_00141,6.990619,79.846309,48.87341884826334,1.1221943563539845
OUT_00142,6.868302,79.840324,27.553468874760924,1.0688897661308299
OUT_00143,7.042286,79.82636,34.91745517677156,1.0873013605635309
OUT_00144,6.997819,79.941473,86.0175661963354,1.2150629398186852
OUT_00145,7.125364,80.023792,28.545214831324028,1.071369350364647
OUT_00146,6.802501,79.913769,21.106608420635983,1.052771189156677
OUT_00147,7.120914,79.841932,38.286930019396905,1.0957257928899011
OUT_00148,7.112566,79.855921,35.08037069686584,1.0877086853954563
OUT_00149,6.879415,80.06316,21.54436253749968,1.053865671266012
OUT_00150,7.056891,80.0699,28.359393927098346,1.0709047570064563
OUT_00151,6.988743,79.906609,98.16531771933307,1.245435005319349
OUT_00152,6.971425,79.929458,84.79123781333945,1.211996847636674
OUT_00153,6.769636,80.038208,24.346846162736693,1.0608725001486323
OUT_00154,7.094299,79.845502,34.68358280832689,1.0867166279173495
OUT_00155,6.771564,79.861363,49.56951362331802,1.123934747245468
OUT_00156,6.871041,80.046377,84.84110543023002,1.2121215277080184
OUT_00157,6.898644,80.039189,93.44271094811756,1.233627443902103
OUT_00158,7.060018,79.992344,42.84858845986153,1.107130947883659
OUT_00159,6.999515,80.04804,84.752750879848,1.2119006217908697
OUT_00160,6.900426,79.938602,94.5643269722372,1.2364317320279068
OUT_00161,6.769558,79.830238,31.033493981577596,1.0775905985678527
OUT_00162,6.751106,80.075625,38.96917491780738,1.0974315560266255
OUT_00163,6.77627,79.972887,39.00589132282684,1.0975233551596657
OUT_00164,7.167184,80.077671,36.073240522242756,1.0901910795498717
OUT_00165,7.119449,79.837399,22.70869310163225,1.0567767551889347
OUT_00166,6.995638,79.919701,96.70604991178476,1.2417865130572245
OUT_00167,7.093895,79.981116,29.623401949152075,1.07406505661964
OUT_00168,7.16148,79.93971,25.595555311995625,1.0639945491962088
OUT_00169,6.716423,80.073825,21.223254246642917,1.053062829520011
OUT_00170,6.71694,79.893442,37.72678829564725,1.0943253146951364
OUT_00171,79.999061,6.706547,40.32693085526847,1.1008262461623608
OUT_00172,6.978653,80.05819,20.497634867835686,1.0512486205892504
OUT_00173,6.997693,79.820123,35.36279174897843,1.08841480048822
OUT_00174,6.80257,79.857206,26.79487325593814,1.0669931093067433
OUT_00175,6.732854,80.032658,39.35518371228349,1.0983966633855853
OUT_00176,6.940544,79.949104,83.48732858009983,1.208736786170657
OUT_00177,6.737752,80.025974,40.72813214307398,1.1018293381147366
OUT_00178,7.100375,80.093679,31.602060389016124,1.0790121403351096
OUT_00179,6.975861,79.876167,98.73459977473469,1.246858336364792
OUT_00180,6.869636,79.970833,82.75041888291986,1.206894348946908
OUT_00181,7.102657,80.096619,30.231990531507755,1.0755866626758117
OUT_00182,7.034043,79.861495,23.40420563721767,1.0585156903529724
OUT_00183,6.742754,79.862366,47.74080854835688,1.1193625801071323
OUT_00184,6.910712,80.067802,46.32018060142943,1.1158106960424583
OUT_00185,7.112554,79.908918,27.73824883145467,1.0693517568899664
OUT_00186,7.086917,79.908827,39.79952138102537,1.0995076058306865
OUT_00187,7.089879,79.834271,44.51666600603647,1.1113015106743698
OUT_00188,6.942389,79.953737,91.10401623198925,1.2277801898674916
OUT_00189,6.828944,79.841807,35.889517350680194,1.08973173098729
OUT_00190,6.78584,79.881692,27.25556872701355,1.0681449498754996
OUT_00191,7.107527,79.949427,22.793083034176977,1.056987748684644
OUT_00192,7.114871,79.861926,46.91647273859981,1.1173015582660875
OUT_00193,7.136945,79.979224,47.01254171489991,1.1175417519542152
OUT_00194,7.157206,79.925631,38.99304371819804,1.0974912333066156
OUT_00195,6.783142,80.02141,30.17089373146102,1.0754339071630414
OUT_00196,6.894648,79.886608,86.98419149225322,1.2174797168450042
OUT_00197,7.174653,79.918995,41.77867036610718,1.1044559160176934
OUT_00198,6.715592,79.878679,46.913307798577314,1.117293645216048
OUT_00199,7.177618,79.846402,46.61259272795352,1.116541791030956
OUT_00200,6.737569,80.018457,43.396266375728715,1.108500263802123
OUT_00201,6.929841,79.82278,39.26094938462863,1.098161056724836
OUT_00202,6.836073,79.977069,22.524198949851467,1.0563154790052915
OUT_00203,6.768409,80.085071,24.84886142283841,1.0621276493285672
OUT_00204,7.179085,80.027518,46.956625655812374,1.1174019494396568
OUT_00205,7.046138,80.054759,38.1928717897877,1.0954906265132134
OUT_00206,7.046588,79.815479,20.27591154849889,1.050694263252819
OUT_00207,7.199677,79.966742,23.044146285980965,1.057615462341296
OUT_00208,7.04871,79.889205,39.905053073241675,1.0997714584014542
OUT_00209,7.131021,80.053365,20.15184751538656,1.0503840757310514
OUT_00210,7.025084,79.909409,24.82424154252496,1.0620660941826554
OUT_00211,7.062383,79.819607,36.462013680997586,1.091163098430917
OUT_00212,7.030828,80.021357,40.7568559307808,1.1019011539367844
OUT_00213,6.81648,79.80732,39.55883778507801,1.0989058436093233
OUT_00214,6.792736,79.915189,26.728079283816793,1.0668261096037548
OUT_00215,7.083594,79.920579,41.36537664042608,1.103422590296169
OUT_00216,7.192042,80.030482,27.117472624904003,1.0677996790777955
OUT_00217,6.819389,79.833142,29.76199094477803,1.0744115597601473
OUT_00218,6.816804,79.812628,42.394742153540726,1.1059962317416048
OUT_00219,6.754734,79.917489,39.48898697141644,1.0987312011264088
